Src IP,Dst IP,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.141,192.168.0.142,6,62231850,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128551537516561,8890264.285714285,22818853.861703627,60631929.0,8.0,61430113.0,30715056.5,42308846.83328668,60631929.0,798184.0,62218037.0,15554509.25,30067037.90852636,60651666.0,8.0,0,0,0,0,96,160,0.0482068265687103,0.0803447109478506,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,801737.0,0.0,801737.0,801737.0,60631929.0,0.0,60631929.0,60631929.0,BENIGN
192.168.0.141,192.168.0.142,6,72477448,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1103791623568203,10353921.142857142,18397987.344032504,50381753.0,3.0,61425511.0,30712755.5,27816163.0227825,50381753.0,11043758.0,72458002.0,18114500.5,22149647.139909465,50411725.0,3.0,0,0,0,0,96,160,0.0413921858838076,0.0689869764730126,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,9991.666666666668,17274.903916761254,29939.0,3.0,24142675.666666668,22723707.57122722,50381753.0,11021995.0,BENIGN
192.168.0.141,192.168.0.142,6,119980557,3512,3306,470608.0,134.0,134.0,134.0,134.0,0.0,134.0,0.0,0.0405323653962492,2.3305228947807777,3923.4857027709913,56.82587387888189,17600.19906117061,24232.058833489435,435952.0,-76.0,119953782.0,34165.13301053837,24041.77452971335,435988.0,0.0,119980557.0,36302.74039334347,23164.9333172446,435969.0,5.0,0,1,0,0,112384,106044,29.27140936676932,27.55446451211257,0.0,134.0,69.05352691010403,66.97343363564212,4485.44081294776,0,0,0,1,1,0,0,0,0.0,69.06365503080082,134.0,0.0405323653962492,0,0,0,0,0,0,3512,470608,3306,134,-1,1746,3512,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119992441,3172,3174,356082.0,102.0,918.0,102.0,112.2578814627993,54.24736623364413,102.0,0.0,0.0321361058601133,1.8104924185788671,2968.3869836434114,52.88666475249053,18911.338219070087,25682.37678289953,429557.0,-43.0,119952159.0,37827.86471144743,24682.907015464298,429591.0,0.0,119992441.0,37816.71635676017,24687.59946133954,429621.0,17.0,0,1,0,0,101504,101568,26.43499851794831,26.451666234542223,0.0,918.0,56.13455175673538,67.97856706590714,4621.085580334036,0,0,0,1,1,0,0,0,1.0,56.14339741569493,112.25788146279947,0.0321361058601134,0,0,0,0,0,0,3172,356082,3174,102,-1,5569,3172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119992424,3175,3177,356082.0,102.0,918.0,102.0,112.15181102362232,53.96814279753678,102.0,0.0,0.0321057601510858,1.8096374044019845,2968.3874041914514,52.936675402107056,18893.469374901677,25642.209930097302,429543.0,-47.0,119952159.0,37792.11058601135,24612.20969092805,429591.0,0.0,119992424.0,37780.98992443314,24614.90702726384,429577.0,7.0,0,1,0,0,101600,101664,26.460003841575865,26.476671560531187,0.0,918.0,56.08153628207147,67.82358970565764,4600.039320561388,0,0,0,1,1,0,0,0,1.0,56.09036523929471,112.15181102362205,0.0321057601510859,0,0,0,0,0,0,3175,356082,3177,102,-1,5524,3175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,119942495,1190,1192,62400.0,52.0,156.0,52.0,52.436974789916015,5.625603274573874,52.0,0.0,0.0436241610738255,1.5061395605450791,520.6828488935469,19.859516845968564,50374.840403192,39987.94403087682,350145.0,8.0,119836646.0,100787.75946173257,14834.819803093014,350145.0,15314.0,119942495.0,100707.38455079756,34920.72260964437,429619.0,5102.0,0,1,0,0,38080,38144,9.92142109433358,9.938095751634982,0.0,156.0,26.2291229542594,26.52311460323801,703.4756082564974,0,0,0,1,1,0,0,0,1.0,26.24013434089001,52.436974789915965,0.0436241610738255,0,0,0,0,0,0,1190,62400,1192,52,-1,635,1190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119997532,1370,1347,2271362.0,1897.0,1905.0,433.0,1657.928467153284,499.427746294712,1897.0,0.0,1.408314773570899,51.687262700437046,18944.214619347335,22.64213233985512,44181.71281296016,54163.53058155052,427539.0,-96.0,119895063.0,87578.57048940826,44925.5813252688,427544.0,0.0,119997532.0,89151.21248142637,43860.439213039805,427569.0,5.0,0,1,0,0,43840,44160,11.416901474273654,11.225230865581468,0.0,1905.0,837.0699043414286,901.876209552457,813380.6973567074,0,0,0,1,1,0,0,0,0.0,837.377990430622,1657.9284671532846,1.4083147735708983,0,0,0,0,0,0,1370,2271362,1347,1897,-1,477,1370,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119993278,1397,1367,2270480.0,1897.0,1905.0,433.0,1625.2541159627756,520.2151298908551,1897.0,0.0,1.3877103145574257,51.30776224622775,18937.535817631386,23.034623656168478,43428.62034020993,54094.95797208566,429609.0,-96.0,119892845.0,85883.12679083095,46329.63258644154,429619.0,0.0,119993278.0,87842.80966325042,45193.75170938573,429662.0,6.0,0,1,0,0,44704,44776,11.642318830559825,11.392304825608647,0.0,1905.0,822.522242314648,893.0617816438493,797559.3458328863,0,0,0,1,1,0,0,0,0.0,822.8198263386397,1625.2541159627774,1.387710314557425,0,0,0,0,0,0,1397,2270480,1367,1897,-1,477,1397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,61475515,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650665553594792,20491838.333333336,35447789.07694078,61423418.0,16565.0,0.0,0.0,0.0,0.0,0.0,61475515.0,30737757.5,43446327.08577461,61458950.0,16565.0,0,0,0,0,32,96,0.0162666388398698,0.0487999165196094,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,16565.0,0.0,16565.0,16565.0,61423418.0,0.0,61423418.0,61423418.0,BENIGN
192.168.0.141,192.168.0.142,6,62237661,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285395349288592,8891094.42857143,22839696.21122664,60680325.0,18.0,61438963.0,30719481.5,42371031.21783779,60680325.0,758638.0,62223855.0,15555963.75,30095038.95154092,60695281.0,18.0,0,0,0,0,96,160,0.0482023255983222,0.080337209330537,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,798698.0,0.0,798698.0,798698.0,60680325.0,0.0,60680325.0,60680325.0,BENIGN
192.168.0.141,192.168.0.142,6,72485923,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1103662569075653,10355131.857142858,18365079.342594624,50319464.0,29.0,61326381.0,30663190.5,27798168.569414865,50319464.0,11006917.0,72463862.0,18115965.5,22174795.343220048,50455195.0,32.0,0,0,0,0,96,160,0.041387346340337,0.0689789105672283,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,45254.33333333333,78329.97706072264,135702.0,29.0,24109366.33333333,22698618.78290713,50319464.0,10984827.0,BENIGN
192.168.0.141,192.168.0.142,6,119986794,3213,3214,355164.0,102.0,714.0,102.0,110.53968253968262,46.46281668731855,102.0,0.0,0.0317361543248288,1.7991908573390796,2960.8758443866745,53.56422807663317,18672.08123249303,24318.69859266789,286022.0,-15.0,119949001.0,37344.0227272726,22142.484264572333,286088.0,0.0,119986794.0,37344.162464986,22140.821669562338,286037.0,28.0,0,1,0,0,102816,102848,26.777946913057782,26.786281163575385,0.0,714.0,55.28438083385202,64.29504031972144,4133.852209714606,0,0,0,1,1,0,0,0,1.0,55.29298272911156,110.53968253968254,0.0317361543248288,0,0,0,0,0,0,3213,355164,3214,102,-1,5614,3213,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119986810,3212,3213,355164.0,102.0,714.0,102.0,110.5740971357411,46.6379649112448,102.0,0.0,0.0317460317460317,1.799470821684871,2960.8754495598305,53.54755243513849,18677.896948941423,24317.82631941873,285992.0,-34.0,119949001.0,37355.652756150674,22141.21334214208,286087.0,0.0,119986810.0,37355.79389788278,22142.27914210368,286026.0,9.0,0,1,0,0,102784,102816,26.769609092866123,26.77794334227237,0.0,714.0,55.30158730158728,64.37315524771356,4143.903116546231,0,0,0,1,1,0,0,0,1.0,55.31019455252918,110.57409713574096,0.0317460317460317,0,0,0,0,0,0,3212,355164,3213,102,-1,5660,3212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119999640,3499,3303,468866.0,134.0,134.0,134.0,134.0,0.0,134.0,0.0,0.0405691795337571,2.3315810210077283,3908.345058368509,56.68350338384349,17644.411116012456,23562.090590777727,172782.0,-324.0,119961757.0,34294.384505431655,22626.75855503809,172786.0,0.0,119999640.0,36341.50211992739,21638.57489939926,172798.0,5.0,0,1,0,0,111968,105900,29.15842080859576,27.52508257524773,0.0,134.0,68.95987064530352,66.97625172632583,4485.818295308163,0,0,0,1,1,0,0,0,0.0,68.97000882093502,134.0,0.0405691795337571,0,0,0,0,0,0,3499,468866,3303,134,-1,1746,3499,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,119926799,1197,1199,62348.0,52.0,104.0,52.0,52.08688387635754,2.1246609166527044,52.0,0.0,0.0433694745621351,1.5017365538705592,520.317397948727,19.97885393405689,50073.82004175362,40006.157746168254,224328.0,6.0,119817827.0,100182.12959866218,11658.540690773452,224328.0,7249.0,119926799.0,100105.84223706186,33370.12864269572,281707.0,5965.0,0,1,0,0,38304,38368,9.981088547189524,9.997765386867368,0.0,104.0,26.054234459741373,26.09201764156573,680.7933846077774,0,0,0,1,1,0,0,0,1.0,26.06510851419032,52.08688387635756,0.0433694745621351,0,0,0,0,0,0,1197,62348,1199,52,-1,635,1197,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119942044,1372,1335,2270507.0,1897.0,1905.0,433.0,1654.8884839650136,503.783986289516,1897.0,0.0,1.420973782771536,51.91904531015184,18945.850214125083,22.569233520816105,44324.48041389507,53330.59970267992,234477.0,-140.0,119843525.0,87413.22027716992,42966.46589387865,234504.0,0.0,119942044.0,89911.57721139434,41146.29527586163,234493.0,5.0,0,1,0,0,43904,43776,11.43885792041363,11.130375600402475,0.0,1905.0,839.8452732644013,902.021216029196,813642.2741667897,0,0,0,1,1,0,0,0,0.0,840.155522718877,1654.8884839650143,1.4209737827715356,0,0,0,0,0,0,1372,2270507,1335,1897,-1,477,1372,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119939751,1385,1355,2269633.0,1897.0,1905.0,433.0,1638.724187725631,513.8487698396166,1897.0,0.0,1.4000000000000006,51.53445449405667,18938.925427650756,22.84480313786878,43789.613362541015,53363.9660070541,244870.0,-134.0,119839418.0,86589.1748554913,43936.953637832186,244938.0,0.0,119939751.0,88581.7954209749,42587.30748975743,244890.0,5.0,0,1,0,0,44320,44392,11.54746435983513,11.297338778033648,0.0,1905.0,829.4151769427233,897.3434002265578,805225.1779301603,0,0,0,1,1,0,0,0,0.0,829.7178832116788,1638.7241877256315,1.4,0,0,0,0,0,0,1385,2269633,1355,1897,-1,477,1385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,61449007,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650946239049884,20483002.333333336,35454958.498773344,61422862.0,13002.0,0.0,0.0,0.0,0.0,0.0,61449007.0,30724503.5,43432422.53802936,61435864.0,13143.0,0,0,0,0,32,96,0.0162736559762471,0.0488209679287413,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,13143.0,0.0,13143.0,13143.0,61422862.0,0.0,61422862.0,61422862.0,BENIGN
192.168.0.141,192.168.0.142,6,62234639,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285457765730753,8890662.714285715,22813523.729552943,60620301.0,7.0,61415640.0,30707820.0,42302636.31442752,60620301.0,795339.0,62222590.0,15555647.5,30069626.181579605,60656689.0,7.0,0,0,0,0,96,160,0.0482046662149032,0.080341110358172,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,818999.0,0.0,818999.0,818999.0,60620301.0,0.0,60620301.0,60620301.0,BENIGN
192.168.0.141,192.168.0.142,6,72477976,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1103783582477524,10353996.57142857,18398926.48635936,50383146.0,4.0,61421812.0,30710906.0,27820748.610258494,50383146.0,11038666.0,72462570.0,18115642.5,22149760.86725336,50412742.0,13.0,0,0,0,0,96,160,0.0413918843429071,0.0689864739048452,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,9869.666666666668,17080.04228136843,29592.0,4.0,24144320.33333333,22723489.652818438,50383146.0,11023256.0,BENIGN
192.168.0.141,192.168.0.142,6,119978975,3188,3190,356184.0,102.0,714.0,102.0,111.72647427854446,51.95948762671527,102.0,0.0,0.031974921630094,1.8059462910810995,2969.570293461833,53.15931395479916,18814.3288380116,25905.271278368626,392323.0,-45.0,119945508.0,37635.866959523046,25276.07177541597,392400.0,0.0,119978975.0,37622.75791784266,25277.75037411124,392342.0,10.0,0,1,0,0,102016,102080,26.571322183740943,26.58799177105822,0.0,714.0,55.86894497570167,66.85751270438641,4469.92700501719,0,0,0,1,1,0,0,0,1.0,55.87770460959548,111.72647427854454,0.031974921630094,0,0,0,0,0,0,3188,356184,3190,102,-1,5818,3188,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119975742,3515,3321,471010.0,134.0,134.0,134.0,134.0,0.0,134.0,0.0,0.0403492923818126,2.325253788119241,3926.993841805121,56.97818480672535,17553.14440380395,23537.946355795328,188838.0,-95.0,119937965.0,34131.464143426194,22702.005361009946,188844.0,0.0,119975742.0,36137.27168674694,21756.604114388312,188859.0,5.0,0,1,0,0,112480,106548,29.29758917431825,27.68059563240709,0.0,134.0,68.93052508410118,66.97707964875767,4485.929198276028,0,0,0,1,1,0,0,0,0.0,68.94060854300761,134.0,0.0403492923818127,0,0,0,0,0,0,3515,471010,3321,134,-1,1746,3515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119978959,3186,3188,356184.0,102.0,714.0,102.0,111.79661016949132,52.15144052005717,102.0,0.0,0.0319949811794228,1.8065126847883235,2969.570689473977,53.12598186487016,18826.13510120823,25911.180627079128,392293.0,-55.0,119945509.0,37659.50047095762,25281.24936984829,392400.0,0.0,119978959.0,37646.363037339324,25286.04079517182,392336.0,8.0,0,1,0,0,101952,102016,26.55465613766494,26.571325727205217,0.0,714.0,55.90400000000003,66.96140776523984,4483.830129902723,0,0,0,1,1,0,0,0,1.0,55.91277063068717,111.79661016949152,0.0319949811794228,0,0,0,0,0,0,3186,356184,3188,102,-1,5863,3186,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,119975712,1212,1212,63752.0,52.0,208.0,52.0,52.60066006600667,8.431524320758978,52.0,0.0,0.0429042904290429,1.493660973015707,531.8076378659041,20.204089307675872,49515.35782088313,40191.7615480944,303117.0,6.0,119875432.0,98988.79603633368,16569.921805394155,303117.0,6425.0,119886016.0,98997.53592072676,34734.01462109591,317621.0,5578.0,0,1,0,0,38784,38784,10.102044653837936,10.102044653837936,0.0,208.0,26.33237113402064,26.97187225790096,727.4818930965276,0,0,0,1,1,0,0,0,1.0,26.343234323432345,52.60066006600661,0.0429042904290429,0,0,0,0,0,0,1212,63752,1212,52,-1,695,1212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119945840,1383,1358,2276562.0,1448.0,1905.0,433.0,1646.1041214750555,512.0803848563586,1448.0,0.0,1.0662739322533137,39.29331563895819,18991.988384090684,22.85198052721128,43775.85401459846,53352.78188652294,224147.0,-100.0,119944669.0,86790.64327062228,43739.52617257037,224169.0,0.0,119945840.0,88390.44952100236,42616.96508667606,224176.0,5.0,0,0,0,0,44256,44700,11.530203965389711,11.321776561821569,0.0,1905.0,831.3121808898618,899.7764270470319,809597.6186695228,0,0,0,0,1,0,0,0,0.0,831.6154688070047,1646.1041214750542,1.0662739322533137,0,0,0,0,0,0,1383,2276562,1358,1448,-1,477,1383,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119944731,1400,1369,2273443.0,1897.0,1905.0,433.0,1623.8878571428584,525.239274514186,1897.0,0.0,1.3856829802775754,51.270270270270245,18969.903730077145,23.085632665264804,43332.63403179195,53340.00727136741,224126.0,-96.0,119844165.0,85664.16368834871,44761.28763471646,224169.0,0.0,119944731.0,87678.89692982448,43429.45718424946,224178.0,7.0,0,1,0,0,44800,44948,11.672042517649231,11.41359014761557,0.0,1905.0,822.107220216607,893.9489324387879,799144.6938084485,0,0,0,1,1,0,0,0,0.0,822.4041170097508,1623.8878571428572,1.385682980277575,0,0,0,0,0,0,1400,2273443,1369,1897,-1,477,1400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,61468137,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650743652764358,20489379.0,35441482.905835174,61413678.0,22322.0,0.0,0.0,0.0,0.0,0.0,61468137.0,30734068.5,43432968.424464434,61445815.0,22322.0,0,0,0,0,32,96,0.0162685913191089,0.0488057739573268,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,22322.0,0.0,22322.0,22322.0,61413678.0,0.0,61413678.0,61413678.0,BENIGN
192.168.0.141,192.168.0.142,6,72472003,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1103874554150241,10353143.285714284,18407287.71878888,50401080.0,13.0,61432862.0,30716431.0,27838297.586353984,50401080.0,11031782.0,72463131.0,18115782.75,22152274.549411647,50417089.0,32.0,0,0,0,0,96,160,0.041395295780634,0.0689921596343901,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,5347.0,9222.30941792781,15996.0,13.0,24149030.0,22734942.201675795,50401080.0,11022897.0,BENIGN
192.168.0.141,192.168.0.142,6,62240003,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285346981747414,8891429.000000002,22821177.5514837,60638325.0,17.0,61438078.0,30719039.0,42312260.037719466,60638325.0,799753.0,62227144.0,15556786.0,30069161.02233324,60657112.0,30.0,0,0,0,0,96,160,0.048200511815528,0.0803341863592133,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,801925.0,0.0,801925.0,801925.0,60638325.0,0.0,60638325.0,60638325.0,BENIGN
192.168.0.141,192.168.0.142,6,119969251,3500,3295,470206.0,134.0,938.0,134.0,134.3445714285716,14.501140151458372,134.0,0.0,0.0406676783004552,2.3344097524344307,3920.504596632016,56.63951340331366,17658.117603768093,24045.466161271564,271158.0,-81.0,119957733.0,34283.433266647764,23595.221738266784,271218.0,0.0,119969251.0,36420.537644201664,22665.51360548788,271164.0,5.0,0,1,0,0,112000,105736,29.174142297512557,27.465371105801104,0.0,938.0,69.22807533843411,67.94720116509609,4616.822146170035,0,0,0,1,1,0,0,0,0.0,69.2382634289919,134.34457142857144,0.0406676783004552,0,0,0,0,0,0,3500,470206,3295,134,-1,1791,3500,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119967177,3215,3217,355164.0,102.0,714.0,102.0,110.47091757387264,48.43888698010033,102.0,0.0,0.0317065589058128,1.798351747682555,2961.36000599564,53.61466495123078,18654.51360597112,25274.92160821028,372766.0,-40.0,119955682.0,37322.86309894216,24210.969344184683,372819.0,0.0,119967177.0,37303.22667910455,24218.396179525884,372798.0,8.0,0,1,0,0,102880,102944,26.79899686228342,26.81566808894736,0.0,714.0,55.24141147209706,64.98919027028674,4223.594851987533,0,0,0,1,1,0,0,0,1.0,55.25,110.47091757387248,0.0317065589058128,0,0,0,0,0,0,3215,355164,3217,102,-1,5982,3215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119967201,3213,3215,355164.0,102.0,714.0,102.0,110.53968253968254,48.30843524777508,102.0,0.0,0.0317262830482114,1.7989110236244483,2961.359413561712,53.58131177870858,18666.127431149704,25271.35421715613,372746.0,-56.0,119955682.0,37346.10273972616,24198.033695504582,372819.0,0.0,119967201.0,37326.44710640947,24207.107921624927,372802.0,8.0,0,1,0,0,102816,102880,26.782320277689895,26.798991501018683,0.0,714.0,55.27578161455909,64.96988441114736,4221.085880397849,0,0,0,1,1,0,0,0,1.0,55.2843808338519,110.53968253968254,0.0317262830482115,0,0,0,0,0,0,3213,355164,3215,102,-1,6016,3213,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,119980456,1194,1195,62192.0,0.0,104.0,52.0,52.08710217755444,2.1273261758491384,0.0,0.0,0.0,0.0,518.3510887806594,19.911576265387755,50243.07202680075,39816.84525156433,242762.0,6.0,119897755.0,100501.05196982404,9996.761286559322,242773.0,21435.0,119980456.0,100486.14405360135,34364.62222167704,309461.0,5591.0,0,0,0,0,38208,38240,9.95162078730556,9.959955478082197,0.0,104.0,26.021757322175706,26.092334263789,680.8099073332974,0,0,0,0,1,0,0,0,1.0,26.0326496442026,52.08710217755444,0.0,0,0,0,0,0,0,1194,62192,1195,0,-1,695,1194,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119905573,1381,1358,2277282.0,1889.0,2795.0,441.0,1649.009413468502,512.84587259893,1889.0,0.0,1.391016200294552,51.26040969750832,19008.0489419787,22.842974946627372,43793.12381300216,53750.57757613407,291740.0,-122.0,119798347.0,86810.39637681164,44672.27557941509,291765.0,0.0,119905573.0,88360.77597641856,43631.928523314666,291766.0,5.0,0,1,0,0,44192,44656,11.517396276484996,11.32557867014238,0.0,2795.0,832.5036496350368,901.5746941645526,812836.9291579066,0,0,0,1,1,0,0,0,0.0,832.8075940124132,1649.0094134685012,1.3910162002945508,0,0,0,0,0,0,1381,2277282,1358,1889,-1,477,1381,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.141,192.168.0.142,6,119903327,1385,1364,2279078.0,1889.0,2795.0,441.0,1645.54368231047,514.8665841042538,1889.0,0.0,1.3848973607038135,51.14754260342818,19023.38372979425,22.926803357174567,43632.94286753996,53791.1180361651,291752.0,-116.0,119799730.0,86560.49855491334,45051.466398755925,291764.0,0.0,119903327.0,87970.15920763019,44181.93796250016,291790.0,5.0,0,1,0,0,44320,44896,11.550972226150154,11.375831131024412,0.0,2795.0,830.129454545456,900.5221148147041,810940.079270347,0,0,0,1,1,0,0,0,0.0,830.4314296107675,1645.5436823104694,1.3848973607038124,0,0,0,0,0,0,1385,2279078,1364,1889,-1,477,1385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.0.142,192.168.0.141,6,61455315,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650879423529112,20485105.0,35444834.54294184,61413274.0,15319.0,0.0,0.0,0.0,0.0,0.0,61455315.0,30727657.5,43417679.361641616,61428593.0,26722.0,0,0,0,0,32,96,0.0162719855882278,0.0488159567646834,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,26722.0,0.0,26722.0,26722.0,61413274.0,0.0,61413274.0,61413274.0,BENIGN
192.168.0.141,192.168.0.142,6,62232119,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285509818490995,8890302.714285713,22820837.878814343,60636416.0,15.0,61427272.0,30713636.0,42317201.2999064,60636416.0,790856.0,62223152.0,15555788.0,30067835.59040219,60654130.0,27.0,0,0,0,0,96,160,0.0482066181934123,0.0803443636556871,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,804847.0,0.0,804847.0,804847.0,60636416.0,0.0,60636416.0,60636416.0,BENIGN
