Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.0.141-192.168.0.142-46561-49680-6,192.168.0.142,49680,192.168.0.141,46561,6,7/8/2025 10:22,61448313,1,3,0,0,0,0,0,0,0,0,0,0,0,0.065095359,2.0482771E7,3.545960852579595E7,6.1428E7,8311,0,0,0,0,0,6.1448313E7,3.07241565E7,4.343354542359788E7,6.1436311E7,12002,0,0,0,0,32,96,0.016273839771646783,0.048821519314940345,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,12002,0,12002,12002,6.1428E7,0,6.1428E7,6.1428E7,MITM
192.168.0.140-224.0.0.251-5353-5353-17,192.168.0.140,5353,224.0.0.251,5353,17,7/8/2025 10:23,119806783,2,1,122,45,77,45,61,22.627416997969522,45,45,45,0,1.3939110609455228,0.025040318460099208,5.99033915E7,5.719888222841083E7,1.00349109E8,1.9457674E7,1.00349109E8,1.00349109E8,0,1.00349109E8,1.00349109E8,0,0,0,0,0,0,0,0,0,16,8,0.016693546,0.008346773,45,77,53,15.999999999999998,255.99999999999997,0,0,0,0,0,0,0,0,0,70.66666666666667,61,45,0,0,0,0,0,0,2,122,1,45,-1,-1,2,0,0,0,0,0,5.99033915E7,5.719888222841083E7,1.00349109E8,1.9457674E7,MITM
192.168.0.141-192.168.0.142-46561-50574-6,192.168.0.141,46561,192.168.0.142,50574,6,7/8/2025 10:24,119994295,3528,3245,472752,134,134,134,134,0,134,0,0.041294299,2.352325669517283,3940.9040238121324,56.44435012514553,17719.18118724161,26769.456331139012,300486,-146,1.19960934E8,34012.172951516935,28731.965710749035,300532,0,1.19994295E8,36989.61004932178,28066.67033314035,300525,5,0,1,0,0,112896,104296,29.401397791453338,27.04295233,0,134,69.82875701210504,66.94519946202632,4481.659731010489,0,0,0,1,1,0,0,0,0,69.83906688321275,134,0.041294299,0,0,0,0,0,0,3528,472752,3245,134,-1,3923,3528,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-46561-50562-6,192.168.0.141,46561,192.168.0.142,50562,6,7/8/2025 10:24,119997640,3126,3128,355980,102,612,102,113.87715930902111,52.10959782,102,0,0.032608696,1.8237562766229827,2967.4083590310606,52.11769164793574,19190.411002718683,27221.732851331497,302636,4,1.19959611E8,38387.075520000006,27400.68143018943,302700,4024,1.1999764E8,38374.68500159888,27408.59675103341,302666,88,0,1,0,0,100032,100096,26.050512326742425,26.067179321193315,0,612,56.94388489208646,67.81570251859338,4598.969508090353,0,0,0,1,1,0,0,0,1,56.95299008634474,113.87715930902111,0.032608696,0,0,0,0,0,0,3126,355980,3128,102,-1,6927,3126,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-46561-50584-6,192.168.0.141,46561,192.168.0.142,50584,6,7/8/2025 10:24,119997653,3126,3128,356082,102,612,102,113.90978886756224,52.197908189384435,102,0,0.032608696,1.8237562766229827,2968.258054180443,52.11768600174205,19190.413081720715,27184.78478798339,302657,5,1.19959611E8,38387.07552000002,27350.459517286316,302702,1911,1.19997653E8,38374.68916,27357.595441012294,302714,70,0,1,0,0,100032,100108,26.050509504548394,26.067176497193657,0,612,56.96019184652289,67.86331600401925,4605.429659061375,0,0,0,1,1,0,0,0,1,56.96929964822514,113.90978886756238,0.032608696,0,0,0,0,0,0,3126,356082,3128,102,-1,6942,3126,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-47266-43761-6,192.168.0.141,47266,192.168.0.142,43761,6,7/8/2025 10:24,119913557,1188,1188,0,62348,0,0,0,0,156,52,52.48148148148149,5.825646504620098,519.9412106506022,19.81427337694603,50489.91873684211,43742.224191694244,273567,-17,1.19909236E8,101018.73294018523,43300.256586428455,536120,0,1.19908858E8,101018.41449031168,13232.85390351465,273558,4093,0,1,0,0,38028,38016,9.907136688473015,9.907136688473015,0,156,26.251577618847307,26.56709279235651,705.8104194376813,0,0,0,1,1,0,0,0,1,26.262626262626263,0,52.48148148148148,0,0,0,0,0,0,1188,0,1188,62348,-1,504,0,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-48635-36684-6,192.168.0.141,48635,192.168.0.142,36684,6,7/8/2025 10:24,119889867,1360,1336,2292217,1953,1985,497,1685.4536764705886,539.0449196243173,1953,0,1.4618263473053885,53.43170272682154,19135.645550428377,22.48730495296988,44486.03599257869,57696.37400491117,345677,-143,1.19787186E8,88143.62472406181,52464.40952604441,345719,0,1.19889867E8,89805.14382022468,51583.45928999553,345745,6,0,1,0,0,43520,44240,11.34374433829341,11.143560614676469,0,1985,851.3618835743413,925.8699964343482,857235.2503,0,0,0,1,1,0,0,0,0,851.6776706231454,1685.4536764705883,1.4618263473053892,0,0,0,0,0,0,1360,2292217,1336,1953,-1,7612,1360,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-48635-36696-6,192.168.0.141,48635,192.168.0.142,36696,6,7/8/2025 10:24,119999882,1385,1366,2296083,1961,1985,497,1657.8216606498177,554.4647844708791,1961,0,1.4355783308931214,53.05816720243365,19150.385497879073,22.925022542938834,43636.32072727268,57756.90730911609,345697,-118,1.19897682E8,86631.27312138725,53877.46542817018,345726,0,1.19999882E8,87912.00146520154,53238.28029557219,345753,7,0,1,0,0,44320,45224,11.541678015983383,11.383344526955451,0,1985,835.7576308139544,917.8201106345335,842393.7554851873,0,0,0,1,1,0,0,0,0,836.0614322064704,1657.8216606498195,1.4355783308931187,0,0,0,0,0,0,1385,2296083,1366,1961,-1,8148,1385,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-42136-39629-6,192.168.0.141,42136,192.168.0.142,39629,6,7/8/2025 10:24,119995989,1196,1198,0,62400,0,0,0,0,104,0,52.08681135225376,3.004726382616337,520.0173815809794,19.950666851039497,50144.583786042545,43080.121531721525,232867,5,1.19799369E8,100250.51799163174,40750.82341715541,370523,4064,1.19995989E8,100247.27568922318,11792.800325590588,232867,13062,0,0,0,0,38272,38336,9.966999813635438,9.983667037404059,0,104,26.05427974947807,26.13534708841936,683.0563674321502,0,0,0,0,1,0,0,0,1,26.06516290726817,0,52.086811352253754,0,0,0,0,0,0,1196,0,1198,62400,-1,504,0,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-52776-35679-6,192.168.0.141,52776,192.168.0.142,35679,6,7/8/2025 10:24,119804492,600,600,0,31200,0,0,0,0,52,52,52,0,260.4242919372339,10.016318920662842,99920.34361968315,86108.93958446448,273536,0,1.1979852E8,199997.5292153591,45196.73514326857,554426,0,1.19800125E8,200000.20868113512,6025.758751390396,273557,96441,0,1,0,0,19200,19200,5.008159460331421,5.008159460331421,0,52,26.021648626144916,26.010822060822424,676.5628642797665,0,0,0,1,1,0,0,0,1,26.043333333333333,0,52,0,0,0,0,0,0,600,0,600,31200,-1,504,0,0,0,0,0,0,0,0,0,0,MITM
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,7/8/2025 10:24,119346717,138,1,0,0,0,0,0,0,0,0,0,0,0,1.1646738468725537,864831.2826086952,1267778.3534779353,1.1776006E7,0,1.18794758E8,867115.0218978105,1272145.8366847222,1.1776006E7,0,0,0,0,0,0,0,0,0,0,0,0,1.1562948983339023,0.008378949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,1,0,-1,-1,0,0,6930281.5,9081780.391391575,1.335207E7,508493,9729679.5,2893942.6893434674,1.1776006E7,7683353,MITM
192.168.0.142-192.200.0.101-45290-443-6,192.168.0.142,45290,192.200.0.101,443,6,7/8/2025 10:24,91620841,3,5,0,0,0,0,0,0,0,0,0,0,0,0.087316378,1.308869157142857E7,1.5991382546033993E7,3.0238586E7,221429,6.0931979E7,3.04659895E7,2809.3352416541534,3.0467976E7,3.0464003E7,9.1620841E7,2.290521025E7,1.5122814872367013E7,3.0560365E7,221429,0,0,0,0,96,160,0.032743641809618404,0.054572736,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,599,0,0,279913.3333333333,68551.03766,355350,221429,3.0184084666666668E7,67447.79657137314,3.0238586E7,3.0108653E7,MITM
192.168.0.166-192.168.0.255-57621-57621-17,192.168.0.166,57621,192.168.0.255,57621,17,7/8/2025 10:24,95235447,2,1,88,44,44,44,44,0,44,44,44,0,1.386038540880687,0.031500875929106525,4.76177235E7,4346764.281969348,5.069135E7,4.4544097E7,5.069135E7,5.069135E7,0,5.069135E7,5.069135E7,0,0,0,0,0,0,0,0,0,16,8,0.021000583952737684,0.010500291976368842,44,44,44,0,0,0,0,0,0,0,0,0,0,0,58.666666666666664,44,44,0,0,0,0,0,0,2,88,1,44,-1,-1,2,0,0,0,0,0,4.76177235E7,4346764.281969348,5.069135E7,4.4544097E7,MITM
192.168.0.166-224.0.0.251-5353-5353-17,192.168.0.166,5353,224.0.0.251,5353,17,7/8/2025 10:24,35336303,6,1,964,366,423,43,160.66666666666669,182.37726466494297,366,366,366,0,37.638346037501435,0.1980965580921128,5889383.833333333,1.3920003872525774E7,3.4299027E7,0,3.5329544E7,7065908.8,1.5225851446963178E7,3.4299027E7,0,0,0,0,0,0,0,0,0,0,48,8,0.16979704979323954,0.028299508298873257,43,423,212,181.08798177365924,32792.857142857145,0,0,0,0,0,0,0,0,0,242.28571428571428,160.66666666666666,366,0,0,0,0,0,0,6,964,1,366,-1,-1,6,0,1037276,0,1037276,1037276,3.4299027E7,0,3.4299027E7,3.4299027E7,MITM
192.168.0.140-192.168.0.255-57621-57621-17,192.168.0.140,57621,192.168.0.255,57621,17,7/8/2025 10:24,98834826,3,1,132,44,44,44,44,0,44,44,44,0,1.7807488222825423,0.040471564,3.2944942E7,5176039.300492317,3.8913798E7,2.9694147E7,5.9921028E7,2.9960514E7,376699.8239686342,3.0226881E7,2.9694147E7,0,0,0,0,0,0,0,0,0,24,8,0.030353673,0.010117891035696262,44,44,44,0,0,0,0,0,0,0,0,0,0,0,55,44,44,0,0,0,0,0,0,3,132,1,44,-1,-1,3,0,0,0,0,0,3.2944942E7,5176039.300492317,3.8913798E7,2.9694147E7,MITM
192.168.0.142-54.161.152.147-35674-443-6,192.168.0.142,35674,54.161.152.147,443,6,7/8/2025 10:24,91796924,3,5,0,0,0,0,0,0,0,0,0,0,0,0.08714889,1.3113846285714287E7,1.5857053142788708E7,3.0085187E7,378796,6.0923991E7,3.04619955E7,2810.7494552165263,3.0463983E7,3.0460008E7,9.1796924E7,2.2949231E7,1.5027978587374307E7,3.0490125E7,407294,0,0,0,0,96,160,0.032680834,0.054468056032030004,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,484,0,0,398253,16864.27564409453,408669,378796,3.0065742333333332E7,17478.073616200767,3.0085187E7,3.0051339E7,MITM
192.168.0.141-192.168.0.142-48635-39600-6,192.168.0.141,48635,192.168.0.142,39600,6,7/8/2025 10:24,70674323,3,5,0,0,0,0,0,0,0,0,0,0,0,0.11319528310161528,1.0096331857142856E7,1.9070616874624845E7,5.2207133E7,14,6.1440942E7,3.0720471E7,3.038672881052661E7,5.2207133E7,9233809,7.0660451E7,1.766511275E7,2.3440649872641977E7,5.221609E7,14,0,0,0,0,96,160,0.042448231163105726,0.070747052,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,2990.333333333333,5146.502728,8933,14,2.3550493333333332E7,2.48173780413794E7,5.2207133E7,9219913,MITM
192.168.0.141-192.168.0.142-50053-44866-6,192.168.0.141,50053,192.168.0.142,44866,6,7/8/2025 10:24,70674323,3,5,0,0,0,0,0,0,0,0,0,0,0,0.11319528310161528,1.0096331857142858E7,1.9070610189973015E7,5.2207133E7,31,6.1440942E7,3.0720471E7,3.038672881052661E7,5.2207133E7,9233809,7.0660426E7,1.76651065E7,2.344067571180446E7,5.2216131E7,31,0,0,0,0,96,160,0.042448231163105726,0.070747052,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,3009.666666666667,5148.813196585533,8955,31,2.3550465666666668E7,2.4817402001643308E7,5.2207133E7,9219869,MITM
192.168.0.141-192.168.0.142-46561-49680-6,192.168.0.142,49680,192.168.0.141,46561,6,7/8/2025 10:24,61472489,1,3,0,0,0,0,0,0,0,0,0,0,0,0.065069758,2.0490829666666664E7,3.545102593961205E7,6.1426147E7,13882,0,0,0,0,0,6.1472489E7,3.07362445E7,4.344798171564259E7,6.1458607E7,13882,0,0,0,0,32,96,0.01626744,0.048802319,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,13882,0,13882,13882,6.1426147E7,0,6.1426147E7,6.1426147E7,MITM
192.168.0.140-192.168.0.255-137-137-17,192.168.0.140,137,192.168.0.255,137,17,7/8/2025 10:18,10751953,15,1,750,50,50,50,50,0,50,50,50,0,74.40508715021355,1.488101743004271,716796.8666666667,517308.6987464016,1534437,1644,9727993,694856.6429,529544.6257661253,1534437,1644,0,0,0,0,0,0,0,0,0,120,8,1.395095384066504,0.093006359,50,50,50,0,0,0,0,0,0,0,0,0,0,0,53.125,50,50,0,0,0,0,0,0,15,750,1,50,-1,-1,15,0,0,0,0,0,0,0,0,0,Benign
192.168.0.140-224.0.0.251-5353-5353-17,192.168.0.140,5353,224.0.0.251,5353,17,7/8/2025 10:26,118767566,29,1,2316,32,271,40,79.86206896551724,70.62765754187389,32,32,32,0,19.769707160623298,0.2525942141476571,4095433.310344827,1.6577723632820187E7,9.0114683E7,0,1.18759491E8,4241410.392857144,1.6862936154306807E7,9.0114683E7,0,0,0,0,0,0,0,0,0,0,232,8,0.24417440700940188,0.008419807,32,271,76.77419355,69.27178823418153,4798.580645,0,0,0,0,0,0,0,0,0,79.33333333333333,79.86206896551724,32,0,0,0,0,0,0,29,2316,1,32,-1,-1,29,0,8075,0,8075,8075,9.0114683E7,0,9.0114683E7,9.0114683E7,MITM
192.168.0.141-192.168.0.142-46561-50574-6,192.168.0.141,46561,192.168.0.142,50574,6,7/8/2025 10:26,119969902,3524,3231,473154,134,1072,134,134.26617480136244,15.801011476409949,134,0,0.041473228,2.3574165023960214,3945.0561525006497,56.30578909700201,17762.792715427986,27294.129266043623,412888,-142,1.19934745E8,34043.35651433434,29630.20892610453,412892,0,1.19969902E8,37142.38452012391,29028.409921499097,412951,4,0,1,0,0,112768,103848,29.374034164002232,26.931754932999777,0,1072,70.07430432208385,68.03726794663203,4629.069829641802,0,0,0,1,1,0,0,0,0,70.08467801628423,134.2661748013621,0.041473228,0,0,0,0,0,0,3524,473154,3231,134,-1,3923,3524,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-46561-50562-6,192.168.0.141,46561,192.168.0.142,50562,6,7/8/2025 10:26,119969835,3106,3108,355572,102,714,102,114.47907276239553,53.163592023311516,102,0,0.032818532818532746,1.829614808502143,2964.6952502685363,51.79635364173002,19309.485755673704,27930.244817013514,412882,4,1.19936499E8,38626.89178743956,28639.417182332796,412990,3754,1.19969835E8,38612.756678468024,28646.90278380848,412942,30,0,1,0,0,99392,99456,25.88984139,25.906512249516723,0,714,57.24473049074827,68.47449275355766,4688.756157857019,0,0,0,1,1,0,0,0,1,57.25394271000965,114.47907276239536,0.032818532818532815,0,0,0,0,0,0,3106,355572,3108,102,-1,6927,3106,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-46561-50584-6,192.168.0.141,46561,192.168.0.142,50584,6,7/8/2025 10:26,119969855,3105,3107,355572,102,714,102,114.51594202898558,53.258443563881606,102,0,0.032829096,1.8299092191257402,2964.694756028504,51.77967415231102,19315.70681049757,27908.77883678473,412928,5,1.19936499E8,38639.33601804128,28627.296274532404,412990,3754,1.19969855E8,38625.194784288375,28640.055699805696,412981,45,0,1,0,0,99360,99424,25.881501648893384,25.89817250341763,0,714,57.26315789473688,68.52670756,4695.909648557977,0,0,0,1,1,0,0,0,1,57.27237604636188,114.5159420289855,0.032829096,0,0,0,0,0,0,3105,355572,3107,102,-1,6942,3105,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-47266-43761-6,192.168.0.141,47266,192.168.0.142,43761,6,7/8/2025 10:26,119936356,1187,1187,0,62348,0,0,0,0,156,52,52.52569502948617,5.625163763896848,519.8423737336159,19.79383132167197,50542.08006742516,43416.45825,230160,-27,1.19931841E8,101122.96880269817,44044.07357,528686,0,1.19925628E8,101117.73018549738,12854.653732743729,230160,6953,0,1,0,0,37996,37984,9.896915660835985,9.896915660835985,0,156,26.273684210526365,26.567347820275966,705.8239702035221,0,0,0,1,1,0,0,0,1,26.284751474304972,0,52.52569503,0,0,0,0,0,0,1187,0,1187,62348,-1,504,0,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-48635-36684-6,192.168.0.141,48635,192.168.0.142,36684,6,7/8/2025 10:26,119959396,1373,1356,2298462,1969,2896,131,1674.0436999271667,551.2771094845982,1969,0,1.4520648967551604,53.470700217136844,19176.747105328872,22.749364293231352,43973.385630498444,58006.18534794236,412942,-157,1.19857213E8,87359.48469387749,53843.03435518656,412990,0,1.19959396E8,88530.91955719546,53260.23791025709,412967,6,0,1,0,0,43936,44964,11.445539455700494,11.30382483753086,0,2896,843.3699633699648,924.1407129259504,854036.0572872838,0,0,0,1,1,0,0,0,0,843.6790032979113,1674.0436999271667,1.4520648967551621,0,0,0,0,0,0,1373,2298462,1356,1969,-1,7612,1373,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-48635-36696-6,192.168.0.141,48635,192.168.0.142,36696,6,7/8/2025 10:26,119961002,1392,1364,2298414,1961,2896,115,1651.159483,561.7815713040202,1961,0,1.4376832844574807,53.09705190329417,19176.02355472156,22.97413287694946,43543.01343012699,57862.25636381143,412881,-102,1.19855608E8,86165.06685837531,54380.963982507266,412892,0,1.19961002E8,88012.47395451192,53539.09823744854,412919,7,0,1,0,0,44544,45220,11.603771032189279,11.370361844760184,0,2896,835.0874138556395,917.3154611546211,841467.6553,0,0,0,1,1,0,0,0,0,835.3904208998549,1651.1594827586207,1.437683284457478,0,0,0,0,0,0,1392,2298414,1364,1961,-1,8148,1392,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-42136-39629-6,192.168.0.141,42136,192.168.0.142,39629,6,7/8/2025 10:26,119981385,1193,1194,0,62452,0,0,0,0,156,0,52.30485762144053,4.983882810358756,520.5140780796954,19.89475284,50285.57627828998,43339.101146266235,236888,6,1.19972057E8,100647.69882550341,43563.642961183104,412990,2023,1.19977567E8,100567.9522,14118.20472325056,236930,27,0,0,0,0,38176,38208,9.943209106979387,9.951543733221616,0,156,26.152428810720277,26.394135800506746,696.6504047,0,0,0,0,1,0,0,0,1,26.163385002094678,0,52.30485762144053,0,0,0,0,0,0,1193,0,1194,62452,-1,504,0,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-52776-35679-6,192.168.0.141,52776,192.168.0.142,35679,6,7/8/2025 10:26,119999614,600,601,0,31252,0,0,0,0,52,52,52,0,260.4341710632503,10.008365526909111,99999.67833333343,85316.80886280243,223474,0,1.19799868E8,199999.77963272127,47634.80491,631938,0,1.19999614E8,199999.35666666683,2892.991497705886,223489,163519,0,1,0,0,19200,19232,5.000016083385068,5.008349443524043,0,52,26.04326123128124,26.01078605477584,676.5609911873213,0,0,0,1,1,0,0,0,1,26.06494587843464,0,52,0,0,0,0,0,0,600,0,601,31252,-1,504,0,0,0,0,0,0,0,0,0,0,MITM
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,7/8/2025 10:26,118273175,185,1,0,0,0,0,0,0,0,0,0,0,0,1.572630480242033,639314.4594594598,1205213.4857657682,1.3562348E7,0,1.18267928E8,642760.4782608694,1207587.6914666388,1.3562348E7,0,0,0,0,0,0,0,0,0,0,0,0,1.5641754776600865,0.008455003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,1,0,-1,-1,0,0,2.6626369E7,0,2.6626369E7,2.6626369E7,1.3562348E7,0,1.3562348E7,1.3562348E7,MITM
192.168.0.142-192.200.0.101-45290-443-6,192.168.0.142,45290,192.200.0.101,443,6,7/8/2025 10:26,91629602,3,5,0,0,0,0,0,0,0,0,0,0,0,0.08730803,1.3089943142857144E7,1.6000495644451512E7,3.0243386E7,220619,6.0928E7,3.0464E7,94.75230867899737,3.0464067E7,3.0463933E7,9.1629602E7,2.29074005E7,1.512469247850068E7,3.056868E7,220619,0,0,0,0,96,160,0.032740511085053055,0.054567518,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,599,0,0,268875.3333333333,52812.70368323642,325294,220619,3.0195126333333332E7,52774.05160051039,3.0243386E7,3.0138773E7,MITM
192.168.0.166-224.0.0.251-5353-5353-17,192.168.0.166,5353,224.0.0.251,5353,17,7/8/2025 10:26,34744092,5,1,541,366,367,43,108.2,144.67619016272167,366,366,366,0,26.10515767687928,0.17269123049754762,6948818.4,1.5001403068317853E7,3.3780762E7,0,3.4744092E7,8686023,1.673131574450858E7,3.3780762E7,8324,0,0,0,0,0,0,0,0,0,40,8,0.14390935874795632,0.028781871749591268,43,367,181.85714285714286,172.56344588916522,29778.14285714286,0,0,0,0,0,0,0,0,0,212.16666666666666,108.2,366,0,0,0,0,0,0,5,541,1,366,-1,-1,5,0,963330,0,963330,963330,3.3780762E7,0,3.3780762E7,3.3780762E7,MITM
192.168.0.166-192.168.0.255-57621-57621-17,192.168.0.166,57621,192.168.0.255,57621,17,7/8/2025 10:26,98816322,2,1,88,44,44,44,44,0,44,44,44,0,1.3358117093247004,0.030359357030106827,4.9408161E7,6873056.699929806,5.4268146E7,4.4548176E7,5.4268146E7,5.4268146E7,0,5.4268146E7,5.4268146E7,0,0,0,0,0,0,0,0,0,16,8,0.020239571353404553,0.010119785676702277,44,44,44,0,0,0,0,0,0,0,0,0,0,0,58.666666666666664,44,44,0,0,0,0,0,0,2,88,1,44,-1,-1,2,0,0,0,0,0,4.9408161E7,6873056.699929806,5.4268146E7,4.4548176E7,MITM
192.168.0.142-54.161.152.147-35674-443-6,192.168.0.142,35674,54.161.152.147,443,6,7/8/2025 10:26,91810447,3,5,0,0,0,0,0,0,0,0,0,0,0,0.087136053,1.3115778142857144E7,1.5911456346793229E7,3.0215922E7,248085,6.0928E7,3.0464E7,9.899494936611665,3.0464007E7,3.0463993E7,9.1810447E7,2.295261175E7,1.5047749807586612E7,3.0634382E7,381774,0,0,0,0,96,160,0.032676019974066786,0.054460033290111315,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,484,0,0,338319,78162.60813841871,385098,248085,3.0125676666666668E7,78172.35714965574,3.0215922E7,3.0078895E7,MITM
192.168.0.141-192.168.0.142-48635-39600-6,192.168.0.141,48635,192.168.0.142,39600,6,7/8/2025 10:26,70668172,3,5,0,0,0,0,0,0,0,0,0,0,0,0.1132051356868266,1.0095453142857144E7,1.9017533589144085E7,5.208985E7,11,6.1317393E7,3.06586965E7,3.0308227936999623E7,5.208985E7,9227543,7.0663413E7,1.766585325E7,2.3443433495778546E7,5.2221224E7,11,0,0,0,0,96,160,0.042451926,0.07075321,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,43795,75835.24653484025,131362,11,2.3510676E7,2.4750290760397058E7,5.208985E7,9219406,MITM
192.168.0.141-192.168.0.142-50053-44866-6,192.168.0.141,50053,192.168.0.142,44866,6,7/8/2025 10:26,70668172,3,5,0,0,0,0,0,0,0,0,0,0,0,0.1132051356868266,1.0095453142857144E7,1.9017527316779718E7,5.208985E7,25,6.1317393E7,3.06586965E7,3.0308227936999623E7,5.208985E7,9227543,7.0663389E7,1.766584725E7,2.3443458998149164E7,5.2221264E7,25,0,0,0,0,96,160,0.042451926,0.07075321,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,-1,501,0,0,43813,75842.17473807037,131388,25,2.351065E7,2.4750313277125522E7,5.208985E7,9219366,MITM
192.168.0.142-91.189.91.97-37076-80-6,192.168.0.142,37076,91.189.91.97,80,6,7/8/2025 10:28,877418,3,4,87,185,87,0,29,50.22947341949744,185,0,46.25,92.49999999999999,310.0004786772097,7.977953495369367,146236.3333333333,235639.4054038218,541359,-19,336041,168020.5,237532.01704296624,335981,60,877418,292472.6666666666,273298.77068939287,541359,0,0,0,0,0,96,144,3.419122926586872,4.558830568782496,0,185,34,68.18671843862683,4649.428571428572,0,1,0,0,0,0,0,0,1,38.857142857142854,29,46.25,0,0,0,0,0,0,3,87,4,185,-1,4,1,0,0,0,0,0,0,0,0,0,MITM
192.168.0.141-192.168.0.142-46561-49680-6,192.168.0.142,49680,192.168.0.141,46561,6,7/8/2025 10:27,61563155,1,3,0,0,0,0,0,0,0,0,0,0,0,0.064973928,2.0521051666666664E7,3.542480371973672E7,6.1426043E7,13952,0,0,0,0,0,6.1563155E7,3.07815775E7,4.351199326411628E7,6.1549203E7,13952,0,0,0,0,32,96,0.016243482,0.048730446,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,-1,509,0,0,13952,0,13952,13952,6.1426043E7,0,6.1426043E7,6.1426043E7,MITM
224.0.0.1-0.0.0.0-0-0-0,0.0.0.0,0,224.0.0.1,0,0,7/8/2025 10:27,2031777,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9843599962003704,2031777,0,2031777,2031777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4921799981001852,0.4921799981001852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,MITM
